title,artist,description,purchase_price,sale_price,gross_appreciation_multiplier,gross_appreciation_period,url,has_image,image_url
"""étude pour ""déjeuner sur l'herbe"" ii""",PABLO PICASSO (b. 1881 d. 1973),pencil on paper laid down on paper,$66K,$137.5K,2.1x,26 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22tude-pour-%22djeuner-sur-l'herbe%22-ii%22-1962-w:5d1d75d13d4e1cc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09931lot66.jpg
Femme nue assise,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$8.2M,$16.8M,2.1x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-nue-assise-1965-w:b53dc87df277ad9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL17002lot49.jpg
Nu debout et homme tenant un verre,PABLO PICASSO (b. 1881 d. 1973),felt-tip pen on paper,$165.5K,$338.5K,2x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nu-debout-et-homme-tenant-un-verre-1972-w:21b31b9a1131097,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SS17575lot375.jpg
Personnages,PABLO PICASSO (b. 1881 d. 1973),"""charcoal, pastel and estompe on paper""",$40K,$80.9K,2x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/personnages-1901-w:af6802fee6ba99a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/BP15044lot4.jpg
Tête humoristique,PABLO PICASSO (b. 1881 d. 1973),felt-tip pen on paper,$25.8K,$52.1K,2x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-humoristique-1962-w:dbdeb6017f5bcd0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/AL17004lot14.jpg
Portrait d'angel fernández de soto,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$26.5M,$52M,2x,15 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/portrait-d'angel-fernndez-de-soto-1903-w:0304a76d1432cbb,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL7857lot14.jpg
Homme à l’épée,PABLO PICASSO (b. 1881 d. 1973),oil on panel,$11.5M,$22.6M,2x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme--lpe-1969-w:995c0109807fbdc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3789lot20A.jpg
Geneviève au tricot marin,PABLO PICASSO (b. 1881 d. 1973),ballpoint pen on paper,$74.6K,$144.5K,1.9x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/genevive-au-tricot-marin-1951-w:dccf9034bca5c95,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/AP3505lot10.jpg
Couple espagnol,PABLO PICASSO (b. 1881 d. 1973),watercolour and charcoal on paper,$198.2K,$382.3K,1.9x,16 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/couple-espagnol-1901-w:d7f7e6f7576928e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL7058lot313.jpg
Centaure,PABLO PICASSO (b. 1881 d. 1973),painted and partially glazed ceramic,$32.7K,$63K,1.9x,11 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/centaure-1948-w:3a87ffa089e6c84,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN9164lot33.jpg
Femme se coiffant,PABLO PICASSO (b. 1881 d. 1973),bronze with dark brown patina,$422.6K,$812.7K,1.9x,13 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-se-coiffant-1939-w:49061416a96bf9c,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/GL1105lot117.jpg
Femme assise au chapeau,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$2.3M,$4.3M,1.9x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-assise-au-chapeau-1961-w:30a44e25247ee10,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN2437lot62.jpg
Buste d'homme,PABLO PICASSO (b. 1881 d. 1973),oil on corrugated card laid down on panel,$648.1K,$1.2M,1.9x,16 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/buste-d'homme-1969-w:7288bd2bb9a5463,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL19006lot205.jpg
El beso,PABLO PICASSO (b. 1881 d. 1973),charcoal on paper,$321.5K,$600K,1.9x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/el-beso-1898-w:ae8a49fb7675177,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08315lot247.jpg
Buste de mousquetaire,PABLO PICASSO (b. 1881 d. 1973),oil on panel,$1.4M,$2.6M,1.9x,9 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/buste-de-mousquetaire-1968-w:631f6abe42e1c46,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CNY010315lot343.jpg
Saltimbanque,PABLO PICASSO (b. 1881 d. 1973),pen and brush and ink on paper,$255.5K,$466K,1.8x,18 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/saltimbanque-1922-w:de20a39bbf7302f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL15002lot32.jpg
Le roi,PABLO PICASSO (b. 1881 d. 1973),felt-tip on paper,$11.8K,$21.5K,1.8x,1 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-roi-1967-w:dcba6955bb43452,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/AL18008lot4.jpg
Nature morte,PABLO PICASSO (b. 1881 d. 1973),ink on paper,$118.8K,$214.2K,1.8x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nature-morte-1944-w:7a131eb9736c747,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN10681lot112.jpg
Trois poissons,PABLO PICASSO (b. 1881 d. 1973),partially glazed and engraved terracotta plate,$115K,$205.7K,1.8x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/trois-poissons-1957-w:76e1eae8da23433,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL10336lot24.jpg
Femme couch�e et personnage,PABLO PICASSO (b. 1881 d. 1973),gouache and watercolour on paper,$545K,$955.9K,1.8x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-couche-et-personnage-w:38d556855dc82cc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CH16901lot355.jpg
Portrait de dora maar,PABLO PICASSO (b. 1881 d. 1973),pen and china ink on paper,$69.2K,$121K,1.7x,18 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/portrait-de-dora-maar-1936-w:a97559a5ceec562,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/DPF1616lot115.jpg
Tête de taureau,PABLO PICASSO (b. 1881 d. 1973),ballpoint pen on paper,$12.7K,$21.6K,1.7x,1 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-de-taureau-1956-w:6199958ea151b2b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/AL10425lot402.jpg
Nu et homme debout,PABLO PICASSO (b. 1881 d. 1973),pencil on paper,$81.7K,$137.5K,1.7x,21 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nu-et-homme-debout-1971-w:0d01b0d02006a21,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN10068lot77.jpg
Homme barbu et femme nue,PABLO PICASSO (b. 1881 d. 1973),pen and brush and ink on paper,$130.9K,$219.8K,1.7x,9 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme-barbu-et-femme-nue-1970-w:381146ebe1aa7db,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL14004lot304.jpg
Juan-les-pins,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$601K,$1M,1.7x,11 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/juan-les-pins-1924-w:a00e30db6d85f71,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CHK0782lot433.jpg
Homme et femme,PABLO PICASSO (b. 1881 d. 1973),brush and ink on paper,$289K,$481.3K,1.7x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme-et-femme-1967-w:3a9b13ec2667377,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/DL11007lot101.jpg
Nus,PABLO PICASSO (b. 1881 d. 1973),oil and ripolin on canvas,$6.1M,$9.9M,1.6x,22 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nus-1934-w:106293fc5747a2a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10147lot10.jpg
"""homme à l'agneau, mangeur de pastèque et flûtiste""",PABLO PICASSO (b. 1881 d. 1973),brown crayon on paper,$88.1K,$143.2K,1.6x,8 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22homme--l'agneau,-mangeur-de-pastque-et-fltiste%22-1967-w:a7431185c515105",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL09607lot149.jpg
Femme et mousquetaire,PABLO PICASSO (b. 1881 d. 1973),colored crayon on paper,$190.8K,$310K,1.6x,11 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-et-mousquetaire-1967-w:980ffa67a2b428e,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09498lot682.jpg
Coucher de soleil,PABLO PICASSO (b. 1881 d. 1973),gouache and watercolor on paper laid down on canvas,$398.1K,$645.9K,1.6x,9 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/coucher-de-soleil-1908-w:481e5d4feb7f352,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1300lot21.jpg
"""compotier, bouteille, guitare devant une fenêtre ouverte""",PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$703.9K,$1.1M,1.6x,8 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22compotier,-bouteille,-guitare-devant-une-fentre-ouverte%22-1919-w:dd01ba7c4a2859c",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL10380lot9.jpg
Homme enlevant une femme,PABLO PICASSO (b. 1881 d. 1973),pen and brush and ink and watercolor on paper,$982.2K,$1.6M,1.6x,30 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme-enlevant-une-femme-1933-w:ff2f097d23ca724,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN10147lot470.jpg
Le transformateur,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$290.5K,$454.5K,1.6x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-transformateur-1953-w:e62b94956517e2d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL1105lot311.jpg
Buste de femme,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$1.9M,$2.9M,1.6x,15 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/buste-de-femme-1956-w:95b6be556631609,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN1429lot79.jpg
Homme à la pipe,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$11.8M,$18.4M,1.6x,9 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme--la-pipe-1969-w:8cd80fadba23006,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN12145lot52.jpg
Buste de femme,PABLO PICASSO (b. 1881 d. 1973),colored wax crayons and pencil on board laid down at the edges on board,$76.8K,$117.1K,1.5x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/buste-de-femme-1970-w:798d123cbfb1da8,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN1230lot340.jpg
Femme assise (dora maar),PABLO PICASSO (b. 1881 d. 1973),"""gouache, gray wash, and brush and pen and india ink on japan paper""",$2.8M,$4.3M,1.5x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-assise-(dora-maar)-1942-w:d393a7fdb604576,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN3739lot20.jpg
Nature morte au tableau,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$800K,$1.2M,1.5x,11 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nature-morte-au-tableau-1906-w:960a7e9725c3041,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL17002lot50.jpg
Canard pique-fleurs,PABLO PICASSO (b. 1881 d. 1973),ceramic,$65.9K,$98.2K,1.5x,2 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/canard-pique-fleurs-1951-w:b0801caf4b980e5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SPF1926lot190.jpg
Cavalier en armure,PABLO PICASSO (b. 1881 d. 1973),partially glazed terracotta,$42.5K,$62.5K,1.5x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/cavalier-en-armure-1951-w:2e2f6b391fdb4d1,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09931lot1204.jpg
Scène de tauromachie,PABLO PICASSO (b. 1881 d. 1973),"""wax crayon on paper on the frontispiece of a book entitled picasso, toros y toreros by luis miguel",$57.7K,$84.3K,1.5x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/scne-de-tauromachie-1961-w:24008964ec92e2f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/AL17004lot213.jpg
Tête de mort et livre,PABLO PICASSO (b. 1881 d. 1973),oil on panel,$1.4M,$2.1M,1.5x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-de-mort-et-livre-1946-w:04798af01b9884b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL13002lot34.jpg
Nature morte aux tulipes,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$28.6M,$41.5M,1.5x,12 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nature-morte-aux-tulipes-1932-w:4fa5cf54b3fda34,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08898lot520.jpg
"""homme à l'agneau, mangeur de pastèque et flûtiste""",PABLO PICASSO (b. 1881 d. 1973),india ink and wash on paper,$241K,$347.8K,1.4x,10 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22homme--l'agneau,-mangeur-de-pastque-et-fltiste%22-1967-w:59bff4351433e44",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SP15044lot389.jpg
La corrida,PABLO PICASSO (b. 1881 d. 1973),"""wax crayon, brush and ink and felt-tip pen on paper""",$192K,$275K,1.4x,11 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/la-corrida-1955-w:db765d671c18d1a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09568lot370A.jpg
Homme nu debout et trois têtes,PABLO PICASSO (b. 1881 d. 1973),colored crayon and pencil on paper,$136.4K,$194.5K,1.4x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme-nu-debout-et-trois-ttes-1966-w:e7a5a8e7d75d188,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08588lot510.jpg
Bouquet et visage,PABLO PICASSO (b. 1881 d. 1973),felt-tip pen on paper,$14.1K,$20K,1.4x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/bouquet-et-visage-1969-w:d28c104521e9146,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09036lot74.jpg
Bouquet de fleurs,PABLO PICASSO (b. 1881 d. 1973),colored crayon on paper,$78.6K,$110.5K,1.4x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/bouquet-de-fleurs-1946-w:fad2ccb9a9c05d8,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08547lot678.jpg
Pour carl nesjar,PABLO PICASSO (b. 1881 d. 1973),71.12 cm x 91.44 cm,$44.9K,$63K,1.4x,1 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/pour-carl-nesjar-1969-w:29ee4e0524447e2,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN10460lot84.jpg
Fernande (tête de femme),PABLO PICASSO (b. 1881 d. 1973),bronze,$422.6K,$586K,1.4x,15 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/fernande-(tte-de-femme)-1960-w:8136c3554a141e4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/GN09341lot116.jpg
Nature morte au poron,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$1.5M,$2.1M,1.4x,1 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nature-morte-au-poron-1948-w:0bc03e6fa69dc08,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL08007lot55.jpg
Mandoline sur une table,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$3.1M,$4.2M,1.4x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/mandoline-sur-une-table-1922-w:f42bee1b3a2ae80,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN15977lot13.jpg
L'atelier,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$947.8K,$1.3M,1.3x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/l'atelier-1956-w:2746673375bb23f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN09861lot31.jpg
Couple,PABLO PICASSO (b. 1881 d. 1973),crayons and colored markers on paper,$63K,$84.6K,1.3x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/couple-1971-w:5957fd7132a6e02,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08360lot461.jpg
Grand vase aux femmes nues,PABLO PICASSO (b. 1881 d. 1973),painted and engraved terracotta vase with white engobe,$524.6K,$701.2K,1.3x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/grand-vase-aux-femmes-nues-1950-w:ba5a3d75e15a100,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL10336lot141.jpg
Visage de femme,PABLO PICASSO (b. 1881 d. 1973),wax crayon on paper,$61.1K,$81.3K,1.3x,12 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/visage-de-femme-1970-w:ea43053ea6ffe5f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09741lot327.jpg
Le peintre,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$2M,$2.6M,1.3x,11 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-peintre-1967-w:0ac81726fee636f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL17191lot32A.jpg
Jeune fille accoudée,PABLO PICASSO (b. 1881 d. 1973),blue crayon on paper,$1.1M,$1.4M,1.3x,15 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/jeune-fille-accoude-1904-w:490fadf88c599eb,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL11789lot22.jpg
Baigneuses au ballon,PABLO PICASSO (b. 1881 d. 1973),baigneuses au ballon,$3.5M,$4.6M,1.3x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/baigneuses-au-ballon-1928-w:cf5cb96a0f8cddd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN20201lot19C.jpg
Tête d'homme,PABLO PICASSO (b. 1881 d. 1973),crayon on paper,$98.2K,$126.5K,1.3x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-d'homme-1963-w:1b5107e6ce1215d,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CPF1216lot491.jpg
Femme assise,PABLO PICASSO (b. 1881 d. 1973),black crayon on paper,$71.4K,$91.9K,1.3x,9 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-assise-1970-w:635dda642c321b0,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL14004lot276.jpg
Deux personnages,PABLO PICASSO (b. 1881 d. 1973),brush and india ink on paper,$120K,$150K,1.3x,15 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/deux-personnages-1953-w:75077ec9360562f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SO19578lot326.jpg
Femme nue se coiffant,PABLO PICASSO (b. 1881 d. 1973),pen and black ink on paper,$57.5K,$71.7K,1.2x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-nue-se-coiffant-1905-w:5fb3329c3a206fe,False,
Junon endormie,PABLO PICASSO (b. 1881 d. 1973),watercolour and pen and ink on paper,$49.1K,$60.9K,1.2x,17 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/junon-endormie-1950-w:a29c6d910c9d1b4,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CL09607lot135.jpg
"""homme au mouton, mangeur de pastèque et flûtiste""",PABLO PICASSO (b. 1881 d. 1973),colored pencil on paper,$540K,$662.5K,1.2x,2 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22homme-au-mouton,-mangeur-de-pastque-et-fltiste%22-1967-w:0623b044822557a",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN08546lot320.jpg
Le couple,PABLO PICASSO (b. 1881 d. 1973),"""pen and ink on paper - recto, pencil on paper - verso""",$125.3K,$152.6K,1.2x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-couple-1901-w:9fe64600779f481,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SS-L11005lot253.jpg
Femme endormie,PABLO PICASSO (b. 1881 d. 1973),ink and ink wash on paper,$308.1K,$371.2K,1.2x,11 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-endormie-1952-w:90c38c3fe2da3b9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SP4038lot490.jpg
Tête de faune,PABLO PICASSO (b. 1881 d. 1973),painted and glazed ceramic; square tile,$50K,$60K,1.2x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-de-faune-1956-w:0bd38b0b74f5974,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09931lot348.jpg
Nature morte aux verres,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$662.5K,$795K,1.2x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nature-morte-aux-verres-1943-w:e82b4e09409ad6a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN09220lot349.jpg
Profil de femme,PABLO PICASSO (b. 1881 d. 1973),pencil on paper mounted on board,$29.9K,$35.9K,1.2x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/profil-de-femme-1903-w:419b773846939d9,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN1076lot503.jpg
Taureaux dans un paysage,PABLO PICASSO (b. 1881 d. 1973),16 cm,$51.1K,$61.2K,1.2x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/taureaux-dans-un-paysage-1959-w:50f5ac5aa77c63f,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL21004lot163.jpg
Picador et fille,PABLO PICASSO (b. 1881 d. 1973),brush and ink on paper,$104.4K,$124.1K,1.2x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/picador-et-fille-1960-w:7d189d87d500b61,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL13004lot227.jpg
Baigneuse,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$349.8K,$415.2K,1.2x,14 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/baigneuse-1928-w:7a4758011d2473b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL8056lot178.jpg
Homme et femme,PABLO PICASSO (b. 1881 d. 1973),"""pastel, oil pastel, charcoal and black conté crayon on paper""",$5.3M,$6.3M,1.2x,3 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/homme-et-femme-1921-w:74c4404bf2c327b,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN2782lot31.jpg
Portrait de jeune fille - right side of the recto étude pour saltimbanque - right side of the verso,PABLO PICASSO (b. 1881 d. 1973),"""black crayon and coloured crayon on paper - recto, pen and ink on paper - verso""",$83.5K,$96.7K,1.2x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/portrait-de-jeune-fille---right-side-of-the-recto-tude-pour-saltimbanque---right-side-of-the-verso-1905-w:f88e8101dede4cd,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SS-L11005lot252.jpg
Le homme,PABLO PICASSO (b. 1881 d. 1973),colored wax crayons on terra cotta tile,$17.6K,$20.3K,1.2x,10 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/le-homme-1957-w:dc0fa4a3b249a93,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN1119lot67.jpg
Nu debout et nu assis,PABLO PICASSO (b. 1881 d. 1973),"""ink, felt-tip pen and pencil on paper""",$486.7K,$557.7K,1.1x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/nu-debout-et-nu-assis-1970-w:b89f8ab4b836ddc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SPF1406lot132.jpg
Trois baigneuses sur la plage,PABLO PICASSO (b. 1881 d. 1973),pen and ink on paper,$108K,$122.5K,1.1x,4 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/trois-baigneuses-sur-la-plage-1923-w:7ab7231f108fafc,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08547lot166.jpg
Personnages,PABLO PICASSO (b. 1881 d. 1973),brush and pen and india ink and gray wash on paper,$174.2K,$197K,1.1x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/personnages-1970-w:6b1af4a0ce7160a,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN3443lot140.jpg
Vallauris,PABLO PICASSO (b. 1881 d. 1973),silver,$43.9K,$49.5K,1.1x,less than a year,https://www.masterworks.com/research/artist/pablo-picasso/artwork/vallauris-1967-w:f56624b60721036,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/ML18008lot161.jpg
Broc et verre,PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$2M,$2.2M,1.1x,7 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/broc-et-verre-1959-w:e8cb1851c0b70e5,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SL15469lot39.jpg
Femme assise et singe,PABLO PICASSO (b. 1881 d. 1973),brush and ink on paper laid down on paper,$203.5K,$224.5K,1.1x,5 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/femme-assise-et-singe-1954-w:2a3d3f42d6f95d8,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN08547lot156.jpg
Tête de femme,PABLO PICASSO (b. 1881 d. 1973),oil on paper laid down on canvas,$3.7M,$4.1M,1.1x,6 years,https://www.masterworks.com/research/artist/pablo-picasso/artwork/tte-de-femme-1940-w:468af80678e6e13,True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/CN19809lot3C.jpg
"""journal, verre, paquet de tabac (newspaper, glass and package of tobacco)""",PABLO PICASSO (b. 1881 d. 1973),oil on canvas,$269.5K,$288.5K,1.1x,12 years,"https://www.masterworks.com/research/artist/pablo-picasso/artwork/%22journal,-verre,-paquet-de-tabac-(newspaper,-glass-and-package-of-tobacco)%22-1919-w:58968a827b4eabd",True,https://static.masterworks.io/resize/800/masterworks-research/public-research/price_database/SN8908lot244.jpg
